account_id,customer_name,balance,risk_score,creation_date
acc_1808,Customer_1808,94652.55,0.9627,2023-01-01
acc_1809,Customer_1809,98044.27,0.9095,2023-01-01
acc_1810,Customer_1810,56646.8,0.4043,2023-01-01
acc_1811,Customer_1811,74208.15,0.5238,2023-01-01
acc_1812,Customer_1812,22810.4,0.7757,2023-01-01
acc_1813,Customer_1813,16389.18,0.6518,2023-01-01
acc_1814,Customer_1814,94981.66,0.5353,2023-01-01
acc_1815,Customer_1815,14626.97,0.3583,2023-01-01
acc_1816,Customer_1816,51125.23,0.4321,2023-01-01
acc_1817,Customer_1817,14994.29,0.5982,2023-01-01
acc_1818,Customer_1818,88013.25,0.9717,2023-01-01
acc_1819,Customer_1819,18220.12,0.6583,2023-01-01
acc_1820,Customer_1820,2274.22,0.1498,2023-01-01
acc_1821,Customer_1821,51386.61,0.6064,2023-01-01
acc_1822,Customer_1822,24862.92,0.7347,2023-01-01
acc_1823,Customer_1823,89215.93,0.9701,2023-01-01
acc_1824,Customer_1824,10482.29,0.6833,2023-01-01
acc_1825,Customer_1825,52346.73,0.6981,2023-01-01
acc_1826,Customer_1826,93347.95,0.2865,2023-01-01
acc_1827,Customer_1827,88143.09,0.0906,2023-01-01
acc_1828,Customer_1828,4228.76,0.9251,2023-01-01
acc_1829,Customer_1829,25967.04,0.7106,2023-01-01
acc_1830,Customer_1830,22054.57,0.5883,2023-01-01
acc_1831,Customer_1831,34094.5,0.723,2023-01-01
acc_1832,Customer_1832,74506.52,0.9023,2023-01-01
acc_1833,Customer_1833,80356.9,0.4502,2023-01-01
acc_1834,Customer_1834,12818.58,0.6714,2023-01-01
acc_1835,Customer_1835,43981.04,0.7088,2023-01-01
acc_1836,Customer_1836,98820.5,0.3348,2023-01-01
acc_1837,Customer_1837,44423.1,0.3433,2023-01-01
acc_1838,Customer_1838,32197.15,0.2425,2023-01-01
acc_1839,Customer_1839,35351.43,0.362,2023-01-01
acc_1840,Customer_1840,35906.72,0.9479,2023-01-01
acc_1841,Customer_1841,37582.19,0.0174,2023-01-01
acc_1842,Customer_1842,96488.21,0.581,2023-01-01
acc_1843,Customer_1843,30889.28,0.7938,2023-01-01
acc_1844,Customer_1844,2298.81,0.8546,2023-01-01
acc_1845,Customer_1845,11969.91,0.0242,2023-01-01
acc_1846,Customer_1846,14423.21,0.8352,2023-01-01
acc_1847,Customer_1847,5168.08,0.9138,2023-01-01
acc_1848,Customer_1848,29253.29,0.197,2023-01-01
acc_1849,Customer_1849,65538.43,0.2424,2023-01-01
acc_1850,Customer_1850,56567.14,0.7639,2023-01-01
acc_1851,Customer_1851,66801.94,0.3174,2023-01-01
acc_1852,Customer_1852,63369.47,0.6288,2023-01-01
acc_1853,Customer_1853,2171.56,0.4608,2023-01-01
acc_1854,Customer_1854,63309.25,0.3816,2023-01-01
acc_1855,Customer_1855,16126.76,0.9126,2023-01-01
acc_1856,Customer_1856,1185.51,0.8653,2023-01-01
acc_1857,Customer_1857,16753.59,0.9914,2023-01-01
acc_1858,Customer_1858,91077.54,0.0918,2023-01-01
acc_1859,Customer_1859,76787.3,0.6678,2023-01-01
acc_1860,Customer_1860,86477.61,0.4964,2023-01-01
acc_1861,Customer_1861,31278.22,0.7908,2023-01-01
acc_1862,Customer_1862,73667.27,0.5364,2023-01-01
acc_1863,Customer_1863,98541.72,0.7695,2023-01-01
acc_1864,Customer_1864,49764.37,0.9258,2023-01-01
acc_1865,Customer_1865,50631.39,0.8431,2023-01-01
acc_1866,Customer_1866,5090.29,0.1299,2023-01-01
acc_1867,Customer_1867,21372.79,0.2321,2023-01-01
acc_1868,Customer_1868,14128.99,0.0415,2023-01-01
acc_1869,Customer_1869,56005.99,0.59,2023-01-01
acc_1870,Customer_1870,72680.32,0.6149,2023-01-01
acc_1871,Customer_1871,45370.36,0.4499,2023-01-01
acc_1872,Customer_1872,1504.92,0.6164,2023-01-01
acc_1873,Customer_1873,63627.51,0.6257,2023-01-01
acc_1874,Customer_1874,96173.65,0.7033,2023-01-01
acc_1875,Customer_1875,21152.21,0.6106,2023-01-01
acc_1876,Customer_1876,55437.03,0.6728,2023-01-01
acc_1877,Customer_1877,59523.15,0.7574,2023-01-01
acc_1878,Customer_1878,45856.99,0.5669,2023-01-01
acc_1879,Customer_1879,92572.39,0.2639,2023-01-01
acc_1880,Customer_1880,66282.14,0.7379,2023-01-01
acc_1881,Customer_1881,82135.14,0.5733,2023-01-01
acc_1882,Customer_1882,97421.43,0.9629,2023-01-01
acc_1883,Customer_1883,51421.16,0.4522,2023-01-01
acc_1884,Customer_1884,10414.92,0.5872,2023-01-01
acc_1885,Customer_1885,31173.35,0.688,2023-01-01
acc_1886,Customer_1886,71650.01,0.866,2023-01-01
acc_1887,Customer_1887,74335.69,0.8094,2023-01-01
acc_1888,Customer_1888,84125.74,0.9959,2023-01-01
acc_1889,Customer_1889,32975.01,0.5888,2023-01-01
acc_1890,Customer_1890,55767.93,0.5709,2023-01-01
acc_1891,Customer_1891,66810.79,0.9369,2023-01-01
acc_1892,Customer_1892,1927.32,0.3101,2023-01-01
acc_1893,Customer_1893,46313.05,0.5168,2023-01-01
acc_1894,Customer_1894,90697.27,0.4996,2023-01-01
acc_1895,Customer_1895,23728.22,0.8573,2023-01-01
acc_1896,Customer_1896,51518.88,0.7843,2023-01-01
acc_1897,Customer_1897,26484.07,0.945,2023-01-01
acc_1898,Customer_1898,40198.13,0.4469,2023-01-01
acc_1899,Customer_1899,47728.15,0.331,2023-01-01
acc_1900,Customer_1900,75882.15,0.5762,2023-01-01
acc_1901,Customer_1901,60388.68,0.601,2023-01-01
acc_1902,Customer_1902,29511.37,0.3417,2023-01-01
acc_1903,Customer_1903,9207.82,0.385,2023-01-01
acc_1904,Customer_1904,26299.81,0.3487,2023-01-01
acc_1905,Customer_1905,62510.76,0.685,2023-01-01
acc_1906,Customer_1906,74874.39,0.2215,2023-01-01
acc_1907,Customer_1907,18388.12,0.9682,2023-01-01
acc_1908,Customer_1908,46700.77,0.4758,2023-01-01
acc_1909,Customer_1909,8395.1,0.6871,2023-01-01
acc_1910,Customer_1910,17330.19,0.0522,2023-01-01
acc_1911,Customer_1911,25172.65,0.9662,2023-01-01
acc_1912,Customer_1912,33310.5,0.057,2023-01-01
acc_1913,Customer_1913,67062.47,0.174,2023-01-01
acc_1914,Customer_1914,28544.64,0.4761,2023-01-01
acc_1915,Customer_1915,54105.38,0.3028,2023-01-01
acc_1916,Customer_1916,92484.46,0.7578,2023-01-01
acc_1917,Customer_1917,62718.02,0.0751,2023-01-01
acc_1918,Customer_1918,81820.77,0.8292,2023-01-01
acc_1919,Customer_1919,80857.42,0.8311,2023-01-01
acc_1920,Customer_1920,17461.96,0.899,2023-01-01
acc_1921,Customer_1921,29528.74,0.2644,2023-01-01
acc_1922,Customer_1922,282.58,0.1578,2023-01-01
acc_1923,Customer_1923,34823.63,0.2333,2023-01-01
acc_1924,Customer_1924,87426.11,0.0477,2023-01-01
acc_1925,Customer_1925,44573.05,0.3789,2023-01-01
acc_1926,Customer_1926,86488.46,0.8354,2023-01-01
acc_1927,Customer_1927,32510.21,0.6782,2023-01-01
acc_1928,Customer_1928,45975.4,0.25,2023-01-01
acc_1929,Customer_1929,69689.23,0.4652,2023-01-01
acc_1930,Customer_1930,69585.92,0.7379,2023-01-01
acc_1931,Customer_1931,56240.61,0.2643,2023-01-01
acc_1932,Customer_1932,13804.46,0.0105,2023-01-01
acc_1933,Customer_1933,42368.48,0.6606,2023-01-01
acc_1934,Customer_1934,82684.97,0.2849,2023-01-01
acc_1935,Customer_1935,6916.88,0.4816,2023-01-01
acc_1936,Customer_1936,33913.46,0.3344,2023-01-01
acc_1937,Customer_1937,4823.45,0.5199,2023-01-01
acc_1938,Customer_1938,44276.49,0.7074,2023-01-01
acc_1939,Customer_1939,67859.72,0.3826,2023-01-01
acc_1940,Customer_1940,4359.39,0.9716,2023-01-01
acc_1941,Customer_1941,20375.16,0.739,2023-01-01
acc_1942,Customer_1942,56185.7,0.0301,2023-01-01
acc_1943,Customer_1943,73344.73,0.9724,2023-01-01
acc_1944,Customer_1944,15054.31,0.7153,2023-01-01
acc_1945,Customer_1945,57247.65,0.5407,2023-01-01
acc_1946,Customer_1946,43407.79,0.4467,2023-01-01
acc_1947,Customer_1947,17279.45,0.3607,2023-01-01
acc_1948,Customer_1948,67579.08,0.8491,2023-01-01
acc_1949,Customer_1949,73639.37,0.6263,2023-01-01
acc_1950,Customer_1950,22978.29,0.0055,2023-01-01
acc_1951,Customer_1951,85842.34,0.7664,2023-01-01
acc_1952,Customer_1952,94683.94,0.1358,2023-01-01
acc_1953,Customer_1953,97395.1,0.3301,2023-01-01
acc_1954,Customer_1954,56422.78,0.0194,2023-01-01
acc_1955,Customer_1955,79464.41,0.935,2023-01-01
acc_1956,Customer_1956,94630.58,0.1549,2023-01-01
acc_1957,Customer_1957,14040.99,0.5478,2023-01-01
acc_1958,Customer_1958,40804.12,0.0187,2023-01-01
acc_1959,Customer_1959,28892.49,0.7787,2023-01-01
acc_1960,Customer_1960,76447.93,0.2372,2023-01-01
acc_1961,Customer_1961,91942.01,0.3676,2023-01-01
acc_1962,Customer_1962,76985.44,0.3424,2023-01-01
acc_1963,Customer_1963,98632.17,0.6762,2023-01-01
acc_1964,Customer_1964,37158.58,0.0647,2023-01-01
acc_1965,Customer_1965,18853.54,0.9471,2023-01-01
acc_1966,Customer_1966,57558.19,0.7998,2023-01-01
acc_1967,Customer_1967,21358.74,0.5244,2023-01-01
acc_1968,Customer_1968,60068.81,0.939,2023-01-01
acc_1969,Customer_1969,50607.46,0.9239,2023-01-01
acc_1970,Customer_1970,31938.23,0.5827,2023-01-01
acc_1971,Customer_1971,62565.26,0.0961,2023-01-01
acc_1972,Customer_1972,16633.01,0.2554,2023-01-01
acc_1973,Customer_1973,26300.65,0.1849,2023-01-01
acc_1974,Customer_1974,41917.34,0.0974,2023-01-01
acc_1975,Customer_1975,15056.5,0.8556,2023-01-01
acc_1976,Customer_1976,18014.72,0.4476,2023-01-01
acc_1977,Customer_1977,8182.58,0.7966,2023-01-01
acc_1978,Customer_1978,26880.59,0.6625,2023-01-01
acc_1979,Customer_1979,81951.48,0.414,2023-01-01
acc_1980,Customer_1980,20772.27,0.1577,2023-01-01
acc_1981,Customer_1981,46027.32,0.5946,2023-01-01
acc_1982,Customer_1982,65922.72,0.5866,2023-01-01
acc_1983,Customer_1983,24498.39,0.0016,2023-01-01
acc_1984,Customer_1984,13734.4,0.4411,2023-01-01
acc_1985,Customer_1985,96894.18,0.5676,2023-01-01
acc_1986,Customer_1986,97979.51,0.8411,2023-01-01
acc_1987,Customer_1987,99598.49,0.2894,2023-01-01
acc_1988,Customer_1988,69018.3,0.4309,2023-01-01
acc_1989,Customer_1989,87113.44,0.6133,2023-01-01
acc_1990,Customer_1990,40455.49,0.9432,2023-01-01
acc_1991,Customer_1991,84132.82,0.4937,2023-01-01
acc_1992,Customer_1992,42575.38,0.4033,2023-01-01
acc_1993,Customer_1993,40564.07,0.31,2023-01-01
acc_1994,Customer_1994,16817.9,0.8304,2023-01-01
acc_1995,Customer_1995,12273.6,0.6229,2023-01-01
acc_1996,Customer_1996,16000.04,0.8678,2023-01-01
acc_1997,Customer_1997,22858.12,0.1257,2023-01-01
acc_1998,Customer_1998,1876.04,0.9047,2023-01-01
acc_1999,Customer_1999,78888.03,0.3136,2023-01-01
acc_2000,Customer_2000,86462.38,0.508,2023-01-01
acc_2001,Customer_2001,21982.85,0.5676,2023-01-01
acc_2002,Customer_2002,2953.84,0.6957,2023-01-01
acc_2003,Customer_2003,27197.81,0.3738,2023-01-01
acc_2004,Customer_2004,86291.4,0.6234,2023-01-01
acc_2005,Customer_2005,95931.57,0.2266,2023-01-01
acc_2006,Customer_2006,767.91,0.852,2023-01-01
acc_2007,Customer_2007,60950.99,0.1331,2023-01-01
acc_2008,Customer_2008,25424.53,0.9471,2023-01-01
acc_2009,Customer_2009,57766.29,0.5537,2023-01-01
acc_2010,Customer_2010,77109.28,0.9013,2023-01-01
acc_2011,Customer_2011,39080.17,0.8245,2023-01-01
acc_2012,Customer_2012,86921.34,0.9551,2023-01-01
acc_2013,Customer_2013,48092.3,0.8926,2023-01-01
acc_2014,Customer_2014,82348.92,0.4696,2023-01-01
acc_2015,Customer_2015,71819.07,0.135,2023-01-01
acc_2016,Customer_2016,74473.33,0.3962,2023-01-01
acc_2017,Customer_2017,82808.2,0.345,2023-01-01
acc_2018,Customer_2018,79775.01,0.2901,2023-01-01
acc_2019,Customer_2019,49923.39,0.3972,2023-01-01
acc_2020,Customer_2020,99638.48,0.2411,2023-01-01
acc_2021,Customer_2021,84219.26,0.8079,2023-01-01
acc_2022,Customer_2022,94679.71,0.6927,2023-01-01
acc_2023,Customer_2023,49709.13,0.9417,2023-01-01
acc_2024,Customer_2024,3872.29,0.9077,2023-01-01
acc_2025,Customer_2025,74231.44,0.2025,2023-01-01
acc_2026,Customer_2026,29317.46,0.8639,2023-01-01
acc_2027,Customer_2027,10464.24,0.2703,2023-01-01
acc_2028,Customer_2028,15152.46,0.2093,2023-01-01
acc_2029,Customer_2029,13125.12,0.3471,2023-01-01
acc_2030,Customer_2030,87324.95,0.593,2023-01-01
acc_2031,Customer_2031,16002.51,0.1047,2023-01-01
acc_2032,Customer_2032,99798.61,0.2524,2023-01-01
acc_2033,Customer_2033,28732.24,0.1857,2023-01-01
acc_2034,Customer_2034,27975.05,0.9446,2023-01-01
acc_2035,Customer_2035,37172.36,0.4137,2023-01-01
acc_2036,Customer_2036,33500.15,0.5958,2023-01-01
acc_2037,Customer_2037,52509.6,0.2607,2023-01-01
acc_2038,Customer_2038,10856.35,0.5547,2023-01-01
acc_2039,Customer_2039,55783.0,0.0566,2023-01-01
acc_2040,Customer_2040,34213.8,0.4242,2023-01-01
acc_2041,Customer_2041,48442.26,0.3176,2023-01-01
acc_2042,Customer_2042,66973.99,0.8013,2023-01-01
acc_2043,Customer_2043,12020.31,0.4219,2023-01-01
acc_2044,Customer_2044,66795.05,0.5926,2023-01-01
acc_2045,Customer_2045,87254.31,0.8705,2023-01-01
acc_2046,Customer_2046,54595.0,0.8879,2023-01-01
acc_2047,Customer_2047,80673.37,0.1503,2023-01-01
acc_2048,Customer_2048,1024.53,0.3865,2023-01-01
acc_2049,Customer_2049,36568.16,0.0282,2023-01-01
acc_2050,Customer_2050,81061.41,0.5164,2023-01-01
acc_2051,Customer_2051,97600.33,0.8335,2023-01-01
acc_2052,Customer_2052,80802.02,0.399,2023-01-01
acc_2053,Customer_2053,94348.07,0.7133,2023-01-01
acc_2054,Customer_2054,10593.21,0.5538,2023-01-01
acc_2055,Customer_2055,21202.69,0.6425,2023-01-01
acc_2056,Customer_2056,40303.7,0.041,2023-01-01
acc_2057,Customer_2057,89958.83,0.9195,2023-01-01
acc_2058,Customer_2058,63708.63,0.2078,2023-01-01
acc_2059,Customer_2059,41230.09,0.6946,2023-01-01
acc_2060,Customer_2060,11674.34,0.2072,2023-01-01
acc_2061,Customer_2061,9143.24,0.934,2023-01-01
acc_2062,Customer_2062,75516.36,0.1374,2023-01-01
acc_2063,Customer_2063,23641.12,0.6573,2023-01-01
acc_2064,Customer_2064,97373.12,0.2154,2023-01-01
acc_2065,Customer_2065,84839.58,0.4352,2023-01-01
acc_2066,Customer_2066,85761.08,0.0114,2023-01-01
acc_2067,Customer_2067,52277.4,0.4187,2023-01-01
acc_2068,Customer_2068,78749.13,0.9612,2023-01-01
acc_2069,Customer_2069,10264.08,0.7532,2023-01-01
acc_2070,Customer_2070,36359.49,0.8816,2023-01-01
acc_2071,Customer_2071,86403.93,0.9974,2023-01-01
acc_2072,Customer_2072,50982.68,0.4988,2023-01-01
acc_2073,Customer_2073,21283.14,0.0512,2023-01-01
acc_2074,Customer_2074,90555.16,0.1082,2023-01-01
acc_2075,Customer_2075,43277.13,0.1015,2023-01-01
acc_2076,Customer_2076,3840.63,0.3278,2023-01-01
acc_2077,Customer_2077,11539.43,0.283,2023-01-01
acc_2078,Customer_2078,99279.98,0.2405,2023-01-01
acc_2079,Customer_2079,78809.39,0.7889,2023-01-01
acc_2080,Customer_2080,6583.62,0.3916,2023-01-01
acc_2081,Customer_2081,15003.18,0.3247,2023-01-01
acc_2082,Customer_2082,13132.07,0.1379,2023-01-01
acc_2083,Customer_2083,71468.41,0.0542,2023-01-01
acc_2084,Customer_2084,47714.59,0.5518,2023-01-01
acc_2085,Customer_2085,42489.13,0.2475,2023-01-01
acc_2086,Customer_2086,62356.18,0.0973,2023-01-01
acc_2087,Customer_2087,17550.24,0.2954,2023-01-01
acc_2088,Customer_2088,44972.87,0.2019,2023-01-01
acc_2089,Customer_2089,64968.23,0.2619,2023-01-01
acc_2090,Customer_2090,47951.34,0.8049,2023-01-01
acc_2091,Customer_2091,66941.18,0.6027,2023-01-01
acc_2092,Customer_2092,83249.3,0.404,2023-01-01
acc_2093,Customer_2093,43057.81,0.3906,2023-01-01
acc_2094,Customer_2094,13175.32,0.5966,2023-01-01
acc_2095,Customer_2095,49069.39,0.798,2023-01-01
acc_2096,Customer_2096,60895.9,0.3453,2023-01-01
acc_2097,Customer_2097,85942.07,0.2765,2023-01-01
acc_2098,Customer_2098,30627.08,0.8694,2023-01-01
acc_2099,Customer_2099,97994.02,0.2117,2023-01-01
acc_2100,Customer_2100,22551.78,0.5793,2023-01-01
acc_2101,Customer_2101,2539.09,0.8151,2023-01-01
acc_2102,Customer_2102,42701.1,0.7311,2023-01-01
acc_2103,Customer_2103,2626.67,0.7946,2023-01-01
acc_2104,Customer_2104,54885.12,0.0219,2023-01-01
acc_2105,Customer_2105,4920.05,0.407,2023-01-01
acc_2106,Customer_2106,62359.0,0.453,2023-01-01
acc_2107,Customer_2107,64409.18,0.9004,2023-01-01
acc_2108,Customer_2108,38259.77,0.4207,2023-01-01
acc_2109,Customer_2109,79534.65,0.0437,2023-01-01
acc_2110,Customer_2110,33968.56,0.0625,2023-01-01
acc_2111,Customer_2111,65398.02,0.6743,2023-01-01
acc_2112,Customer_2112,66434.47,0.6205,2023-01-01
acc_2113,Customer_2113,74626.2,0.0139,2023-01-01
acc_2114,Customer_2114,63057.32,0.6304,2023-01-01
acc_2115,Customer_2115,83443.73,0.7544,2023-01-01
acc_2116,Customer_2116,3538.37,0.5921,2023-01-01
acc_2117,Customer_2117,41246.04,0.2796,2023-01-01
acc_2118,Customer_2118,10919.23,0.1216,2023-01-01
acc_2119,Customer_2119,15633.72,0.2391,2023-01-01
acc_2120,Customer_2120,48358.93,0.6047,2023-01-01
acc_2121,Customer_2121,26065.67,0.2041,2023-01-01
acc_2122,Customer_2122,52253.04,0.488,2023-01-01
acc_2123,Customer_2123,7608.38,0.2285,2023-01-01
acc_2124,Customer_2124,39442.36,0.9342,2023-01-01
acc_2125,Customer_2125,45877.82,0.2462,2023-01-01
acc_2126,Customer_2126,87388.65,0.9982,2023-01-01
acc_2127,Customer_2127,15627.47,0.8724,2023-01-01
acc_2128,Customer_2128,49138.06,0.2563,2023-01-01
acc_2129,Customer_2129,81241.25,0.5494,2023-01-01
acc_2130,Customer_2130,55287.16,0.6973,2023-01-01
acc_2131,Customer_2131,39109.98,0.7005,2023-01-01
acc_2132,Customer_2132,74184.72,0.8088,2023-01-01
acc_2133,Customer_2133,4917.81,0.3067,2023-01-01
acc_2134,Customer_2134,58341.21,0.6662,2023-01-01
acc_2135,Customer_2135,59679.55,0.8029,2023-01-01
acc_2136,Customer_2136,33275.7,0.64,2023-01-01
acc_2137,Customer_2137,53343.13,0.8424,2023-01-01
acc_2138,Customer_2138,29957.69,0.5347,2023-01-01
acc_2139,Customer_2139,23811.42,0.9247,2023-01-01
acc_2140,Customer_2140,96298.54,0.3037,2023-01-01
acc_2141,Customer_2141,86283.54,0.4343,2023-01-01
acc_2142,Customer_2142,29270.53,0.3806,2023-01-01
acc_2143,Customer_2143,74352.22,0.9838,2023-01-01
acc_2144,Customer_2144,83053.22,0.8432,2023-01-01
acc_2145,Customer_2145,30397.91,0.1951,2023-01-01
acc_2146,Customer_2146,24326.0,0.9429,2023-01-01
acc_2147,Customer_2147,16468.18,0.2128,2023-01-01
acc_2148,Customer_2148,79386.65,0.867,2023-01-01
acc_2149,Customer_2149,24553.95,0.5228,2023-01-01
acc_2150,Customer_2150,36518.48,0.8632,2023-01-01
acc_2151,Customer_2151,58570.28,0.4765,2023-01-01
acc_2152,Customer_2152,67996.6,0.9849,2023-01-01
acc_2153,Customer_2153,63911.75,0.8081,2023-01-01
acc_2154,Customer_2154,81164.08,0.2649,2023-01-01
acc_2155,Customer_2155,39085.94,0.1989,2023-01-01
acc_2156,Customer_2156,60427.22,0.7867,2023-01-01
acc_2157,Customer_2157,41652.46,0.3331,2023-01-01
acc_2158,Customer_2158,42753.18,0.7216,2023-01-01
acc_2159,Customer_2159,4158.7,0.9245,2023-01-01
acc_2160,Customer_2160,66152.96,0.5726,2023-01-01
acc_2161,Customer_2161,1516.85,0.0862,2023-01-01
acc_2162,Customer_2162,15183.15,0.6164,2023-01-01
acc_2163,Customer_2163,55965.58,0.1642,2023-01-01
acc_2164,Customer_2164,85953.72,0.3322,2023-01-01
acc_2165,Customer_2165,14060.18,0.2919,2023-01-01
acc_2166,Customer_2166,75110.68,0.4865,2023-01-01
acc_2167,Customer_2167,63822.16,0.2694,2023-01-01
acc_2168,Customer_2168,62063.07,0.2464,2023-01-01
acc_2169,Customer_2169,1423.28,0.7171,2023-01-01
acc_2170,Customer_2170,44235.34,0.3016,2023-01-01
acc_2171,Customer_2171,52656.97,0.381,2023-01-01
acc_2172,Customer_2172,80777.01,0.9704,2023-01-01
acc_2173,Customer_2173,65249.69,0.0385,2023-01-01
acc_2174,Customer_2174,65419.41,0.0092,2023-01-01
acc_2175,Customer_2175,40006.34,0.0916,2023-01-01
acc_2176,Customer_2176,86362.38,0.0261,2023-01-01
acc_2177,Customer_2177,67824.63,0.4622,2023-01-01
acc_2178,Customer_2178,50961.78,0.2589,2023-01-01
acc_2179,Customer_2179,37764.92,0.4329,2023-01-01
acc_2180,Customer_2180,45078.15,0.4884,2023-01-01
acc_2181,Customer_2181,83508.56,0.6309,2023-01-01
acc_2182,Customer_2182,86043.66,0.5157,2023-01-01
acc_2183,Customer_2183,52406.12,0.6288,2023-01-01
acc_2184,Customer_2184,71228.38,0.7346,2023-01-01
acc_2185,Customer_2185,55956.93,0.3998,2023-01-01
acc_2186,Customer_2186,27800.3,0.7375,2023-01-01
acc_2187,Customer_2187,6031.37,0.9572,2023-01-01
acc_2188,Customer_2188,98982.87,0.8968,2023-01-01
acc_2189,Customer_2189,88733.56,0.9573,2023-01-01
acc_2190,Customer_2190,60136.15,0.8357,2023-01-01
acc_2191,Customer_2191,18630.01,0.459,2023-01-01
acc_2192,Customer_2192,2389.42,0.3544,2023-01-01
acc_2193,Customer_2193,43552.63,0.1733,2023-01-01
acc_2194,Customer_2194,71336.77,0.1764,2023-01-01
acc_2195,Customer_2195,16129.19,0.7495,2023-01-01
acc_2196,Customer_2196,91010.88,0.9252,2023-01-01
acc_2197,Customer_2197,86697.64,0.1987,2023-01-01
acc_2198,Customer_2198,60560.02,0.532,2023-01-01
acc_2199,Customer_2199,5215.0,0.23,2023-01-01
acc_2200,Customer_2200,57275.41,0.8588,2023-01-01
acc_2201,Customer_2201,75525.22,0.8122,2023-01-01
acc_2202,Customer_2202,45535.63,0.9537,2023-01-01
acc_2203,Customer_2203,61176.7,0.279,2023-01-01
acc_2204,Customer_2204,33167.89,0.3744,2023-01-01
acc_2205,Customer_2205,13159.28,0.6432,2023-01-01
acc_2206,Customer_2206,53717.99,0.8236,2023-01-01
acc_2207,Customer_2207,9828.36,0.1535,2023-01-01
acc_2208,Customer_2208,33862.09,0.2169,2023-01-01
acc_2209,Customer_2209,25188.07,0.352,2023-01-01
acc_2210,Customer_2210,35458.35,0.5076,2023-01-01
acc_2211,Customer_2211,73995.07,0.5197,2023-01-01
acc_2212,Customer_2212,89133.28,0.0632,2023-01-01
acc_2213,Customer_2213,65663.44,0.6613,2023-01-01
acc_2214,Customer_2214,93218.27,0.5757,2023-01-01
acc_2215,Customer_2215,71101.13,0.4595,2023-01-01
acc_2216,Customer_2216,7501.76,0.0997,2023-01-01
acc_2217,Customer_2217,45618.6,0.6275,2023-01-01
acc_2218,Customer_2218,38249.79,0.1846,2023-01-01
acc_2219,Customer_2219,86799.56,0.9581,2023-01-01
acc_2220,Customer_2220,34486.36,0.2784,2023-01-01
acc_2221,Customer_2221,14197.1,0.9738,2023-01-01
acc_2222,Customer_2222,56706.94,0.5461,2023-01-01
acc_2223,Customer_2223,31425.91,0.8006,2023-01-01
acc_2224,Customer_2224,18932.13,0.666,2023-01-01
acc_2225,Customer_2225,67037.41,0.9358,2023-01-01
acc_2226,Customer_2226,83350.08,0.4445,2023-01-01
acc_2227,Customer_2227,72366.45,0.507,2023-01-01
acc_2228,Customer_2228,13731.19,0.5399,2023-01-01
acc_2229,Customer_2229,71965.33,0.9273,2023-01-01
acc_2230,Customer_2230,55626.61,0.2652,2023-01-01
acc_2231,Customer_2231,51394.36,0.6951,2023-01-01
acc_2232,Customer_2232,28520.43,0.1314,2023-01-01
acc_2233,Customer_2233,19372.3,0.3005,2023-01-01
acc_2234,Customer_2234,20781.33,0.2944,2023-01-01
acc_2235,Customer_2235,4312.3,0.4363,2023-01-01
acc_2236,Customer_2236,69166.35,0.0103,2023-01-01
acc_2237,Customer_2237,16734.61,0.1033,2023-01-01
acc_2238,Customer_2238,41961.98,0.8744,2023-01-01
acc_2239,Customer_2239,26952.64,0.4016,2023-01-01
acc_2240,Customer_2240,35479.38,0.1552,2023-01-01
acc_2241,Customer_2241,9217.06,0.215,2023-01-01
acc_2242,Customer_2242,4291.38,0.3934,2023-01-01
acc_2243,Customer_2243,75999.05,0.2785,2023-01-01
acc_2244,Customer_2244,98919.33,0.5041,2023-01-01
acc_2245,Customer_2245,75661.9,0.568,2023-01-01
acc_2246,Customer_2246,56817.82,0.7816,2023-01-01
acc_2247,Customer_2247,78465.83,0.2053,2023-01-01
acc_2248,Customer_2248,16152.56,0.1842,2023-01-01
acc_2249,Customer_2249,23229.87,0.0784,2023-01-01
acc_2250,Customer_2250,23248.85,0.3974,2023-01-01
acc_2251,Customer_2251,63051.77,0.0276,2023-01-01
acc_2252,Customer_2252,61502.72,0.7101,2023-01-01
acc_2253,Customer_2253,89161.59,0.6558,2023-01-01
acc_2254,Customer_2254,56779.8,0.2981,2023-01-01
acc_2255,Customer_2255,38283.93,0.6132,2023-01-01
acc_2256,Customer_2256,80300.14,0.3487,2023-01-01
acc_2257,Customer_2257,66618.92,0.3638,2023-01-01
acc_2258,Customer_2258,61940.13,0.0443,2023-01-01
acc_2259,Customer_2259,10203.03,0.6589,2023-01-01
acc_2260,Customer_2260,85757.15,0.3103,2023-01-01
acc_2261,Customer_2261,74083.84,0.772,2023-01-01
acc_2262,Customer_2262,6899.9,0.6706,2023-01-01
acc_2263,Customer_2263,43572.63,0.2006,2023-01-01
acc_2264,Customer_2264,20519.34,0.8215,2023-01-01
acc_2265,Customer_2265,67736.29,0.4053,2023-01-01
acc_2266,Customer_2266,47330.46,0.161,2023-01-01
acc_2267,Customer_2267,98919.93,0.5249,2023-01-01
acc_2268,Customer_2268,7488.99,0.4128,2023-01-01
acc_2269,Customer_2269,87805.67,0.3201,2023-01-01
acc_2270,Customer_2270,73290.56,0.0801,2023-01-01
acc_2271,Customer_2271,76792.77,0.6123,2023-01-01
acc_2272,Customer_2272,45592.4,0.1929,2023-01-01
acc_2273,Customer_2273,48979.2,0.7954,2023-01-01
acc_2274,Customer_2274,5197.03,0.2504,2023-01-01
