acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,country,zip
A000203,Account 000203,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,81149.17,1,B03,US,10203
A000204,Account 000204,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70073.95,2,B04,US,10204
A000205,Account 000205,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,87689.31,1,B00,US,10205
A000206,Account 000206,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80317.63,1,B01,US,10206
A000207,Account 000207,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,97973.94,0,B02,US,10207
A000208,Account 000208,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92628.41,4,B03,US,10208
A000209,Account 000209,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65090.09,2,B04,US,10209
A000210,Account 000210,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93777.28,2,B00,US,10210
A000211,Account 000211,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,52356.86,3,B01,US,10211
A000212,Account 000212,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96760.39,5,B02,US,10212
A000213,Account 000213,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64678.29,3,B03,US,10213
A000214,Account 000214,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86767.32,5,B04,US,10214
A000215,Account 000215,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,91783.02,0,B00,US,10215
A000216,Account 000216,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64017.20,4,B01,US,10216
A000217,Account 000217,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90777.23,0,B02,US,10217
A000218,Account 000218,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54706.09,0,B03,US,10218
A000219,Account 000219,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94902.37,1,B04,US,10219
A000220,Account 000220,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59110.47,2,B00,US,10220
A000221,Account 000221,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86346.29,2,B01,US,10221
A000222,Account 000222,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,52587.53,3,B02,US,10222
A000223,Account 000223,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54559.50,5,B03,US,10223
A000224,Account 000224,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56843.20,0,B04,US,10224
A000225,Account 000225,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67029.74,4,B00,US,10225
A000226,Account 000226,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96637.57,3,B01,US,10226
A000227,Account 000227,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70207.83,4,B02,US,10227
A000228,Account 000228,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76036.60,4,B03,US,10228
A000229,Account 000229,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,62623.83,3,B04,US,10229
A000230,Account 000230,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90725.26,5,B00,US,10230
A000231,Account 000231,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,57016.43,1,B01,US,10231
A000232,Account 000232,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73457.98,1,B02,US,10232
A000233,Account 000233,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76526.14,2,B03,US,10233
A000234,Account 000234,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96914.66,0,B04,US,10234
A000235,Account 000235,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,88523.08,4,B00,US,10235
A000236,Account 000236,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67486.06,3,B01,US,10236
A000237,Account 000237,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96562.24,1,B02,US,10237
A000238,Account 000238,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,88802.22,0,B03,US,10238
A000239,Account 000239,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99358.11,0,B04,US,10239
A000240,Account 000240,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99175.44,4,B00,US,10240
A000241,Account 000241,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,88770.88,5,B01,US,10241
A000242,Account 000242,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,58278.66,5,B02,US,10242
A000243,Account 000243,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61561.89,4,B03,US,10243
A000244,Account 000244,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65260.46,0,B04,US,10244
A000245,Account 000245,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,75668.16,5,B00,US,10245
A000246,Account 000246,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82327.14,5,B01,US,10246
A000247,Account 000247,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,72432.48,0,B02,US,10247
A000248,Account 000248,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80531.41,2,B03,US,10248
A000249,Account 000249,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,97483.62,5,B04,US,10249
A000250,Account 000250,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65580.91,2,B00,US,10250
A000251,Account 000251,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63434.95,3,B01,US,10251
A000252,Account 000252,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92706.96,1,B02,US,10252
A000253,Account 000253,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86821.47,1,B03,US,10253
A000254,Account 000254,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,75549.24,5,B04,US,10254
A000255,Account 000255,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61646.36,1,B00,US,10255
A000256,Account 000256,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59254.73,1,B01,US,10256
A000257,Account 000257,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59239.96,1,B02,US,10257
A000258,Account 000258,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61730.78,4,B03,US,10258
A000259,Account 000259,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63280.17,2,B04,US,10259
A000260,Account 000260,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,74018.43,0,B00,US,10260
A000261,Account 000261,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77679.20,2,B01,US,10261
A000262,Account 000262,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,69830.08,4,B02,US,10262
A000263,Account 000263,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86371.87,1,B03,US,10263
A000264,Account 000264,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73126.10,0,B04,US,10264
A000265,Account 000265,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,75431.43,2,B00,US,10265
A000266,Account 000266,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,62911.81,1,B01,US,10266
A000267,Account 000267,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61484.86,4,B02,US,10267
A000268,Account 000268,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64884.54,3,B03,US,10268
A000269,Account 000269,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54461.78,4,B04,US,10269
A000270,Account 000270,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93366.09,1,B00,US,10270
A000271,Account 000271,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59176.96,1,B01,US,10271
A000272,Account 000272,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82506.82,4,B02,US,10272
A000273,Account 000273,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,74123.17,4,B03,US,10273
A000274,Account 000274,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,84929.49,4,B04,US,10274
A000275,Account 000275,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92141.07,5,B00,US,10275
A000276,Account 000276,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54720.66,0,B01,US,10276
A000277,Account 000277,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50666.70,5,B02,US,10277
A000278,Account 000278,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86593.82,2,B03,US,10278
A000279,Account 000279,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67969.35,0,B04,US,10279
A000280,Account 000280,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89368.18,2,B00,US,10280
A000281,Account 000281,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92807.70,2,B01,US,10281
A000282,Account 000282,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59141.07,1,B02,US,10282
A000283,Account 000283,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83963.25,1,B03,US,10283
A000284,Account 000284,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96852.71,4,B04,US,10284
A000285,Account 000285,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55024.19,3,B00,US,10285
A000286,Account 000286,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90559.72,4,B01,US,10286
A000287,Account 000287,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85107.70,3,B02,US,10287
A000288,Account 000288,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83724.91,3,B03,US,10288
A000289,Account 000289,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76093.74,4,B04,US,10289
A000290,Account 000290,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,60483.43,1,B00,US,10290
A000291,Account 000291,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77529.99,3,B01,US,10291
A000292,Account 000292,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,57147.35,5,B02,US,10292
A000293,Account 000293,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77106.34,1,B03,US,10293
A000294,Account 000294,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59622.36,2,B04,US,10294
A000295,Account 000295,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89870.01,5,B00,US,10295
A000296,Account 000296,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83589.94,4,B01,US,10296
A000297,Account 000297,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,98187.98,4,B02,US,10297
A000298,Account 000298,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65561.86,3,B03,US,10298
A000299,Account 000299,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,91480.46,4,B04,US,10299
A000300,Account 000300,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65769.92,1,B00,US,10300
A000301,Account 000301,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86011.44,2,B01,US,10301
A000302,Account 000302,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,98025.80,2,B02,US,10302
A000303,Account 000303,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54911.30,3,B03,US,10303
A000304,Account 000304,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71904.37,2,B04,US,10304
A000305,Account 000305,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,95199.02,2,B00,US,10305
A000306,Account 000306,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,84908.43,5,B01,US,10306
A000307,Account 000307,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,58781.43,5,B02,US,10307
A000308,Account 000308,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,53375.78,2,B03,US,10308
A000309,Account 000309,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83040.02,2,B04,US,10309
A000310,Account 000310,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,79354.22,5,B00,US,10310
A000311,Account 000311,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92578.52,3,B01,US,10311
A000312,Account 000312,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78641.37,1,B02,US,10312
A000313,Account 000313,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,91952.21,1,B03,US,10313
A000314,Account 000314,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56765.87,5,B04,US,10314
A000315,Account 000315,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,66721.49,0,B00,US,10315
A000316,Account 000316,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70188.48,4,B01,US,10316
A000317,Account 000317,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73925.92,5,B02,US,10317
A000318,Account 000318,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61313.60,2,B03,US,10318
A000319,Account 000319,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55226.92,0,B04,US,10319
A000320,Account 000320,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89112.75,2,B00,US,10320
A000321,Account 000321,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86299.11,0,B01,US,10321
A000322,Account 000322,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73289.39,2,B02,US,10322
A000323,Account 000323,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70833.17,5,B03,US,10323
A000324,Account 000324,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,95948.39,0,B04,US,10324
A000325,Account 000325,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,51012.09,2,B00,US,10325
A000326,Account 000326,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,60387.35,0,B01,US,10326
A000327,Account 000327,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,79672.88,1,B02,US,10327
A000328,Account 000328,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76450.14,0,B03,US,10328
A000329,Account 000329,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83355.00,1,B04,US,10329
A000330,Account 000330,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71008.10,0,B00,US,10330
A000331,Account 000331,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,98341.93,3,B01,US,10331
A000332,Account 000332,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65090.74,3,B02,US,10332
A000333,Account 000333,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,62341.50,1,B03,US,10333
A000334,Account 000334,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96760.73,1,B04,US,10334
A000335,Account 000335,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92996.30,0,B00,US,10335
A000336,Account 000336,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,97889.31,0,B01,US,10336
A000337,Account 000337,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82549.79,4,B02,US,10337
A000338,Account 000338,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94750.09,4,B03,US,10338
A000339,Account 000339,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76415.31,5,B04,US,10339
A000340,Account 000340,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94987.85,5,B00,US,10340
A000341,Account 000341,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85889.57,2,B01,US,10341
A000342,Account 000342,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50723.63,4,B02,US,10342
A000343,Account 000343,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82670.01,5,B03,US,10343
A000344,Account 000344,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,52547.74,1,B04,US,10344
A000345,Account 000345,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68893.57,5,B00,US,10345
A000346,Account 000346,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82726.16,4,B01,US,10346
A000347,Account 000347,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65520.44,5,B02,US,10347
A000348,Account 000348,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59515.00,2,B03,US,10348
A000349,Account 000349,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,62835.83,2,B04,US,10349
A000350,Account 000350,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77161.50,2,B00,US,10350
A000351,Account 000351,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67917.76,5,B01,US,10351
A000352,Account 000352,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,74765.08,4,B02,US,10352
A000353,Account 000353,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,81967.74,5,B03,US,10353
A000354,Account 000354,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56205.05,5,B04,US,10354
A000355,Account 000355,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67237.98,5,B00,US,10355
A000356,Account 000356,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54283.33,0,B01,US,10356
A000357,Account 000357,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50065.68,1,B02,US,10357
A000358,Account 000358,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56890.75,0,B03,US,10358
A000359,Account 000359,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,75265.97,1,B04,US,10359
A000360,Account 000360,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,58541.99,1,B00,US,10360
A000361,Account 000361,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76320.72,5,B01,US,10361
A000362,Account 000362,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67511.03,5,B02,US,10362
A000363,Account 000363,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61830.73,2,B03,US,10363
A000364,Account 000364,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50941.59,2,B04,US,10364
A000365,Account 000365,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50397.30,1,B00,US,10365
A000366,Account 000366,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56254.53,4,B01,US,10366
A000367,Account 000367,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,79310.16,0,B02,US,10367
A000368,Account 000368,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85644.26,0,B03,US,10368
A000369,Account 000369,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89893.05,3,B04,US,10369
A000370,Account 000370,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67382.17,0,B00,US,10370
A000371,Account 000371,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78254.34,1,B01,US,10371
A000372,Account 000372,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85521.55,2,B02,US,10372
A000373,Account 000373,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92383.81,2,B03,US,10373
A000374,Account 000374,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92714.27,1,B04,US,10374
A000375,Account 000375,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,87152.73,2,B00,US,10375
A000376,Account 000376,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71678.57,0,B01,US,10376
A000377,Account 000377,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93531.52,3,B02,US,10377
A000378,Account 000378,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,95085.69,1,B03,US,10378
A000379,Account 000379,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63651.25,4,B04,US,10379
A000380,Account 000380,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,75935.87,3,B00,US,10380
A000381,Account 000381,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,87595.67,2,B01,US,10381
A000382,Account 000382,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99375.43,1,B02,US,10382
A000383,Account 000383,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82595.40,3,B03,US,10383
A000384,Account 000384,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,88384.57,1,B04,US,10384
A000385,Account 000385,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,51656.58,3,B00,US,10385
A000386,Account 000386,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78101.55,3,B01,US,10386
A000387,Account 000387,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90489.81,4,B02,US,10387
A000388,Account 000388,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56582.27,5,B03,US,10388
A000389,Account 000389,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,51766.05,5,B04,US,10389
A000390,Account 000390,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85336.73,0,B00,US,10390
A000391,Account 000391,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,79029.39,2,B01,US,10391
A000392,Account 000392,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96731.27,4,B02,US,10392
A000393,Account 000393,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,81040.01,3,B03,US,10393
A000394,Account 000394,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,72520.44,0,B04,US,10394
A000395,Account 000395,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,91187.70,0,B00,US,10395
A000396,Account 000396,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82616.84,4,B01,US,10396
A000397,Account 000397,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99408.84,3,B02,US,10397
A000398,Account 000398,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93125.57,5,B03,US,10398
A000399,Account 000399,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,58189.66,2,B04,US,10399
A000400,Account 000400,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,74944.19,4,B00,US,10400
A000401,Account 000401,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76730.39,3,B01,US,10401
A000402,Account 000402,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59039.97,1,B02,US,10402
A000403,Account 000403,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86203.43,2,B03,US,10403
A000404,Account 000404,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78703.05,4,B04,US,10404
A000405,Account 000405,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89342.43,5,B00,US,10405
A000406,Account 000406,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83794.24,4,B01,US,10406
